"oem","model","network_technology","network_2g_bands","network_3g_bands","network_4g_bands","network_5g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_build","body_sim","display_type","display_size","display_resolution","display_protection","display_�","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_quad","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_usb","features_sensors","battery_�","battery_charging","misc_colors","misc_price","network_�","selfie_camera_dual","misc_models","sound_�","main_camera_dual","comms_radio","body_�","main_camera_triple","tests_performance","tests_display","tests_camera","tests_loudspeaker","tests_battery_life","camera_�","misc_sar","misc_sar_eu","tests_audio_quality","main_camera_single","battery_stand-by","battery_talk_time","comms_infrared_port","features_�","network_gprs","network_edge","selfie_camera_�"
"Oppo","F7 Youth","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100 - Taiwan","1, 2, 3, 4, 5, 7, 8, 18, 19, 20, 26, 28, 38, 39, 40, 41 - Taiwan",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2018, May","Available. Released 2018, June","156.5 x 75.2 x 7.8 mm (6.16 x 2.96 x 0.31 in)","155 g (5.47 oz)",,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm (~78.9% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",,,"Android 8.1 (Oreo); ColorOS 5.2","Mediatek MT6771 Helio P60 (12 nm)","Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)","Mali-G72 MP3","microSDXC (dedicated slot)","64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","8 MP, f/2.2",,,"Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Non-removable Li-Ion 3410 mAh battery",,"Solar Red, Diamond Black","About 250 EUR","1, 3, 5, 7, 8, 38, 40, 41 - Asia Pacific",,,,,"FM radio",,,,,,,,,,,,"13 MP, f/2.2, PDAF",,,,,,,
"Oppo","A3","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2018, April","Available. Released 2018, May","156 x 75.3 x 7.8 mm (6.14 x 2.96 x 0.31 in)","159 g (5.61 oz)",,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 96.9 cm (~82.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~405 ppi density)",,,"Android 8.1 (Oreo); ColorOS 5","Mediatek MT6771 Helio P60 (12 nm)","Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)","Mali-G72 MP3","microSDXC (dedicated slot)","128GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","8 MP, f/2.2",,,"Yes","Yes","Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3400 mAh battery",,"Knight Black, Soybean Meal, Stardust Silver, Garnet Red","About 330 EUR","1, 3, 4, 5, 8, 34, 38, 39, 40, 41",,"PADM00, CPH1837",,,"FM radio",,,,,,,,,,,,"16 MP, f/1.8, PDAF",,,,,,,
"Oppo","F7","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100","1, 3, 5, 8, 38, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2018, March","Available. Released 2018, April","156 x 75.3 x 7.8 mm (6.14 x 2.96 x 0.31 in)","158 g (5.57 oz)","Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.23 inches, 96.9 cm (~82.5% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~405 ppi density)","Corning Gorilla Glass 5",,"Android 8.1 (Oreo); ColorOS 5","Mediatek MT6771 Helio P60 (12 nm)","Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)","Mali-G72 MP3","microSDXC (dedicated slot)","64GB 4GB RAM, 128GB 6GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","25 MP, f/2.0, 1/2.8"", 0.9µm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Ion 3400 mAh battery",,"Solar Red, Diamond Black, Moonlight Silver (64GB only)","About 270 EUR",,,"CPH1819, CPH1821, 1821",,,"FM radio",,,"AnTuTu: 139414 (v7) GeekBench: 5901 (v4.4) GFXBench: 6.7fps (ES 3.1 onscreen)","Contrast ratio: 1956:1 (nominal), 3.333 (sunlight)","Photo / Video","Voice 68dB / Noise 73dB / Ring 84dB","Endurance rating 91h",,,,"Noise -92.5dB / Crosstalk -91.2dB","16 MP, f/1.8, PDAF",,,,,,,
"Oppo","R15 Pro","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 17, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, March","Available. Released 2018, April","156.5 x 75.2 x 8 mm (6.16 x 2.96 x 0.31 in)","180 g (6.35 oz)","Glass front (Gorilla Glass 5), ceramic back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.28 inches, 98.9 cm (~84.1% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~401 ppi density)","Corning Gorilla Glass 5",,"Android 8.1 (Oreo); ColorOS 5","Qualcomm SDM660 Snapdragon 660 (14 nm)","Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 512","microSDXC (uses shared SIM slot)","128GB 6GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@60/120fps, 720p@240fps","20 MP, f/2.0, 20mm (wide), 1/2.8"", 1.0μm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS","Yes","microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3430 mAh battery","Fast charging 20W  VOOC","Ceramic Black, Dream Mirror Red","About 510 EUR","CDMA 800 & TD-SCDMA",,"CPH1831, PAAM00",,"16 MP, f/1.7, 25mm (wide), 1/2.6"", 1.22µm, PDAF  20 MP, f/1.7, 25mm (wide), 1/2.8"", 1.0µm","No","IP67 dust/water resistant (up to 1m for 30 mins)",,"AnTuTu: 146526 (v7) GeekBench: 5809 (v4.4) GFXBench: 7.6fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 4.251 (sunlight)","Photo / Video","Voice 69dB / Noise 73dB / Ring 76dB","Endurance rating 86h",,,,"Noise -93.7dB / Crosstalk -92.0dB",,,,,,,,
"Oppo","R15","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat13 600/100 Mbps","2018, March","Available. Released 2018, April","155.1 x 75.2 x 7.4 mm (6.11 x 2.96 x 0.29 in)","175 g (6.17 oz)","Glass front (Gorilla Glass 5), aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.28 inches, 98.9 cm (~84.8% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~401 ppi density)","Corning Gorilla Glass 5",,"Android 8.1 (Oreo); ColorOS 5","Mediatek MT6771 Helio P60 (12 nm)","Octa-core (4x2.0 GHz Cortex-A73 & 4x2.0 GHz Cortex-A53)","Mali-G72 MP3","microSDXC (uses shared SIM slot)","128GB 4GB RAM, 128GB 8GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30fps","20 MP, f/2.0, (wide), 1/2.8"", 1.0μm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, EDR","Yes, with A-GPS, GLONASS",,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3450 mAh battery","Fast charging 20W  VOOC","Hot Red, Snow White, Star Purple, Fantasy Pink","About 460 EUR","CDMA 800 & TD-SCDMA",,"PACM00, CPH1835, PACT00",,"16 MP, f/1.7, 1/2.6"", 1.22µm, PDAF  5 MP, f/2.2, (depth)","No",,,"AnTuTu: 140161 (v7) GeekBench: 5806 (v4.4)",,,,,,,,,,,,,,,,
"Oppo","A1","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","1, 3, 5, 7, 8, 34, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE","2018, March","Available. Released 2018, April","150.5 x 73.1 x 7.7 mm (5.93 x 2.88 x 0.30 in)","143 g (5.04 oz)",,"Dual SIM (Nano-SIM, dual stand-by)","S-IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm (~76.2% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)","Corning Gorilla Glass 3",,"Android 7.1.1 (Nougat); ColorOS 3.2","Mediatek MT6763T Helio P23 (16 nm)","Octa-core 2.5 GHz Cortex-A53","Mali-G71 MP1","microSDXC (dedicated slot)","32GB 3GB RAM, 64GB 4GB RAM","eMMC 5.1",,"LED flash, panorama","1080p@30fps","8 MP, f/2.2",,,"Yes","Yes","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Non-removable Li-Ion 3180 mAh battery",,"Deep sea blue, Cherry red, Pearl white","About 150 EUR","CDMA 800 & TD-SCDMA",,,,,"FM radio",,,,,,,,,,,,"13 MP, f/2.2, 1/3.1"", 1.12µm, PDAF",,,,,,,
"Oppo","A71 (2018)","GSM / UMTS / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","UMTS 900 / 2100 / 850","1, 3, 5, 7, 8, 38, 40, 41",,"HSPA, LTE","2018, February","Available. Released 2018, February","148.1 x 73.8 x 7.6 mm (5.83 x 2.91 x 0.30 in)","137 g (4.83 oz)","Glass front, aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm (~68.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)",,,"Android 7.1 (Nougat); ; ColorOS 3.2","Qualcomm SDM450 Snapdragon 450 (14 nm)","Octa-core 1.8 GHz Cortex-A53","Adreno 506","microSDXC (dedicated slot)","16GB 2GB RAM, 16GB 3GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","5 MP, f/2.4, 1/4"", 1.4µm",,,"Yes","Yes","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0","Accelerometer, proximity, compass","Non-removable Li-Ion 3000 mAh battery",,"Gold, Black, Rose Gold","About 130 EUR","1, 3, 5, 8, 38, 40, 41 - India",,"CPH1801",,,"FM radio",,,,,,,,,,,,"13 MP, f/2.2, 1/3.1"", 1.12µm, PDAF",,,,,,,
"Oppo","A83","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 2100 - India, Thailand, Pakistan","1, 3, 5, 8, 38, 40, 41 - India, Thailand",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2018, January","Available. Released 2018, January","150.5 x 73.1 x 7.7 mm (5.93 x 2.88 x 0.30 in)","143 g (5.04 oz)","Glass front (Gorilla Glass 3), aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.7 inches, 83.8 cm (~76.2% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)","Corning Gorilla Glass 3",,"Android 7.1 (Nougat); ColorOS 3.2","Mediatek MT6763T Helio P23 (16 nm)","Octa-core 2.5 GHz Cortex-A53","Mali-G71 MP2","microSDXC (dedicated slot)","16GB 2GB RAM, 32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","8 MP, f/2.2",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS, GLONASS",,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Non-removable Li-Ion 3180 mAh battery",,"Gold, Black, Red, Blue","About 200 EUR","1, 3, 5, 7, 8, 38, 40, 41 - Pakistan",,"CPH1729, CPH1827",,,"No",,,,,,,,,,,,"13 MP, f/2.2, AF",,,,,,,
"Oppo","F5 Youth","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100","1, 2, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, November","Available. Released 2017, December","156.5 x 76 x 7.5 mm (6.16 x 2.99 x 0.30 in)","152 g (5.36 oz)","Glass front, aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm (~78.1% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)",,,"Android 7.1 (Nougat); ColorOS 3.2","Mediatek MT6763T Helio P23 (16 nm)","Octa-core 2.5 GHz Cortex-A53","Mali-G71 MP2","microSDXC (dedicated slot)","32GB 3GB RAM, 32GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",,,"Yes","Yes","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 3200 mAh battery",,"Gold, Black","About 280 EUR",,,"CPH1725",,,"No",,,,,,,,,,,,"13 MP, f/2.2, PDAF",,,,,,,
"Oppo","F5","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1900 / 2100 - Version 2","1, 3, 5, 7, 8, 38, 39, 40, 41 - Version 1",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, October","Available. Released 2017, November","156.5 x 76 x 7.5 mm (6.16 x 2.99 x 0.30 in)","152 g (5.36 oz)","Glass front (Gorilla Glass 5), plastic back, plastic frame","Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm (~78.1% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~402 ppi density)","Corning Gorilla Glass 5",,"Android 7.1.1 (Nougat); ColorOS 3.2","Mediatek MT6763T Helio P23 (16 nm)","Octa-core 2.5 GHz Cortex-A53","Mali-G71 MP2","microSDXC (dedicated slot)","32GB 4GB RAM, 64GB 6GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","20 MP, f/2.0, (wide), 1/2.8"", 1.0μm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP, LE","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 3200 mAh battery",,"Black, Gold, Red (6 GB only)","About 320 EUR","1, 2, 3, 5, 7, 8, 20, 28, 38, 39, 40, 41 - Version 2",,"CPH1723, CPH1727",,,"No",,,"GFXBench: 4fps (ES 3.1 onscreen)","Contrast ratio: 2198 (nominal), 2.653 (sunlight)","Photo / Video","Voice 63dB / Noise 70dB / Ring 71dB","Endurance rating 91h",,,,"Noise -93.5dB / Crosstalk -93.2dB","16 MP, f/1.8, PDAF",,,,,,,
"Oppo","R11s Plus","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 8, 34, 38, 39, 40, 41 - R11s Plus",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, November","Available. Released 2017, November","164.8 x 80.2 x 7.3 mm (6.49 x 3.16 x 0.29 in)","182 g (6.42 oz)","Glass front (Gorilla Glass 5), aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.43 inches, 106.7 cm (~80.7% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~376 ppi density)","Corning Gorilla Glass 5",,"Android 7.1.1 (Nougat); ColorOS 3.2","Qualcomm SDM660 Snapdragon 660 (14 nm)","Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 512","microSDXC (uses shared SIM slot)","64GB 6GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30fps","20 MP, f/2.0, (wide), 1/2.8"", 1.0μm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, EDR","Yes, with A-GPS, GLONASS",,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 20W  VOOC","Black, Champagne","About 580 EUR","1, 2, 3, 4, 5, 7, 8, 12, 17, 34, 38, 39, 40, 41 - R11s Plus t",,"CPH1721",,"16 MP, f/1.7, 1/2.8"", 1.12µm, PDAF  20 MP, f/1.7, 1/2.8"", 1.0µm, AF","No",,,,,,,,,,,,,,,,,,,
"Oppo","R11s","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 8, 34, 38, 39, 40, 41 - R11s",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, October","Available. Released 2017, November","155.1 x 75.5 x 7.1 mm (6.11 x 2.97 x 0.28 in)","153 g (5.40 oz)","Glass front (Gorilla Glass 5), aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.01 inches, 93.7 cm (~80.0% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~401 ppi density)","Corning Gorilla Glass 5",,"Android 7.1.1 (Nougat); ColorOS 3.2","Qualcomm SDM660 Snapdragon 660 (14 nm)","Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 512","microSDXC (uses shared SIM slot)","64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30fps","20 MP, f/2.0, (wide), 1/2.8"", 1.0μm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, EDR","Yes, with A-GPS, GLONASS",,"microUSB 2.0, USB On-The-Go","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 3200 mAh battery","Fast charging 20W  VOOC","Red, Black, Champagne","About 450 EUR","1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41 - R11st",,"CPH1719, R11s",,"16 MP, f/1.7, 1/2.8"", 1.12µm, PDAF  20 MP, f/1.7, 1/2.8"", 1.0µm, AF","No",,,"GeekBench: 5907 (v4.4) GFXBench: 8.7fps (ES 3.1 onscreen)","Contrast ratio: Infinity (nominal), 3.153 (sunlight)","Photo / Video","Voice 67dB / Noise 72dB / Ring 73dB","Endurance rating 77h",,,,"Noise -93.4dB / Crosstalk -90.84dB",,,,,,,,
"Oppo","A71","GSM / UMTS / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","UMTS 900 / 2100 / 850","1, 3, 5, 7, 8, 38, 40, 41",,"HSPA, LTE","2017, September","Available. Released 2017, September","148.1 x 73.8 x 7.6 mm (5.83 x 2.91 x 0.30 in)","137 g (4.83 oz)","Glass front (Gorilla Glass 3), aluminum back, aluminum frame","Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.2 inches, 74.5 cm (~68.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Corning Gorilla Glass 3",,"Android 7.1 (Nougat); ColorOS 3.1","Mediatek MT6750 (28 nm)","Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)","Mali-T860MP2","microSDXC (dedicated slot)","16GB 3GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","5 MP, f/2.4",,,"Yes","Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass","Non-removable Li-Ion 3000 mAh battery",,"Gold, Black","About 180 EUR",,,"CPH1717",,,"FM radio",,,,,,,,,,,,"13 MP, f/2.2, PDAF",,,,,,,
"Oppo","A77","GSM / CDMA / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 3, 4, 5, 8, 34, 38, 39, 40, 41 - A77",,"HSPA, LTE","2017, July","Available. Released 2017, July","153.3 x 75.9 x 7.4 mm (6.04 x 2.99 x 0.29 in)","148 g (5.22 oz)","Glass front, aluminum back, aluminum frame","Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",,,"Android 7.1 (Nougat); ColorOS 3.1","Qualcomm MSM8953 Snapdragon 625 (14 nm)","Octa-core 2.0 GHz Cortex-A53","Adreno 506","microSDXC (uses shared SIM slot)","64GB 4GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","4.2, A2DP","Yes, with A-GPS",,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, proximity, compass","Non-removable Li-Ion 3200 mAh battery",,"Gold, Rose Gold, Black","About 280 EUR","1, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41 - A77t",,"CPH1715",,,"No",,,,,,,,,,,,"13 MP, f/2.2, PDAF",,,,,,,
"Oppo","R11 Plus","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 8, 38, 39, 40, 41",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2017, June","Available. Released 2017, July","165.8 x 81.5 x 7.8 mm (6.53 x 3.21 x 0.31 in)","188 g (6.63 oz)",,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 98.7 cm (~73.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~368 ppi density)","Corning Gorilla Glass 5",,"Android 7.1.1 (Nougat); ColorOS 3.1","Qualcomm SDM660 Snapdragon 660 (14 nm)","Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)","Adreno 512","microSDXC (uses shared SIM slot)","64GB 6GB RAM","eMMC 5.1",,"LED flash, HDR, panorama","2160p@30fps, 1080p@30fps","20 MP, f/2.0, (wide), 1/2.8"", 1.0μm",,"1080p@30fps","Yes","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.2, A2DP, LE, EDR","Yes, with A-GPS, GLONASS",,"microUSB 2.0, USB On-The-Go","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Non-removable Li-Po 4000 mAh battery","Fast charging 20W  VOOC","Black, Gold, Rose Gold","About 500 EUR","CDMA2000 1xEV-DO & TD-SCDMA",,,,"16 MP, f/1.7, 1/2.8"", 1.12µm, PDAF  20 MP, f/2.6, 1/2.8"", 1.0µm, AF","No",,,,,,,,,,,,,,,,,,,
